user_id,playlist_id,action_type,action_time,details
26,146,create,2025-11-24 11:38:21,user26_mix_5
26,147,create,2025-11-24 11:38:21,user26_mix_6
27,148,create,2025-11-24 11:38:21,user27_mix_1
28,149,create,2025-11-24 11:38:21,user28_mix_1
28,150,create,2025-11-24 11:38:21,user28_mix_2
28,151,create,2025-11-24 11:38:21,user28_mix_3
29,152,create,2025-11-24 11:38:21,user29_mix_1
29,153,create,2025-11-24 11:38:21,user29_mix_2
31,154,create,2025-11-24 11:38:21,user31_mix_1
31,155,create,2025-11-24 11:38:21,user31_mix_2
31,156,create,2025-11-24 11:38:21,user31_mix_3
31,157,create,2025-11-24 11:38:21,user31_mix_4
31,158,create,2025-11-24 11:38:21,user31_mix_5
31,159,create,2025-11-24 11:38:21,user31_mix_6
31,160,create,2025-11-24 11:38:21,user31_mix_7
31,161,create,2025-11-24 11:38:21,user31_mix_8
31,162,create,2025-11-24 11:38:21,user31_mix_9
31,163,create,2025-11-24 11:38:21,user31_mix_10
32,164,create,2025-11-24 11:38:21,user32_mix_1
32,165,create,2025-11-24 11:38:21,user32_mix_2
33,166,create,2025-11-24 11:38:21,user33_mix_1
33,167,create,2025-11-24 11:38:21,user33_mix_2
33,168,create,2025-11-24 11:38:21,user33_mix_3
33,169,create,2025-11-24 11:38:21,user33_mix_4
33,170,create,2025-11-24 11:38:21,user33_mix_5
33,171,create,2025-11-24 11:38:21,user33_mix_6
33,172,create,2025-11-24 11:38:21,user33_mix_7
33,173,create,2025-11-24 11:38:21,user33_mix_8
33,174,create,2025-11-24 11:38:21,user33_mix_9
33,175,create,2025-11-24 11:38:21,user33_mix_10
34,176,create,2025-11-24 11:38:21,user34_mix_1
34,177,create,2025-11-24 11:38:21,user34_mix_2
34,178,create,2025-11-24 11:38:21,user34_mix_3
34,179,create,2025-11-24 11:38:21,user34_mix_4
34,180,create,2025-11-24 11:38:21,user34_mix_5
34,181,create,2025-11-24 11:38:21,user34_mix_6
34,182,create,2025-11-24 11:38:21,user34_mix_7
34,183,create,2025-11-24 11:38:21,user34_mix_8
34,184,create,2025-11-24 11:38:21,user34_mix_9
35,185,create,2025-11-24 11:38:21,user35_mix_1
35,186,create,2025-11-24 11:38:21,user35_mix_2
35,187,create,2025-11-24 11:38:21,user35_mix_3
35,188,create,2025-11-24 11:38:21,user35_mix_4
35,189,create,2025-11-24 11:38:21,user35_mix_5
35,190,create,2025-11-24 11:38:21,user35_mix_6
35,191,create,2025-11-24 11:38:21,user35_mix_7
35,192,create,2025-11-24 11:38:21,user35_mix_8
36,193,create,2025-11-24 11:38:21,user36_mix_1
36,194,create,2025-11-24 11:38:21,user36_mix_2
36,195,create,2025-11-24 11:38:21,user36_mix_3
36,196,create,2025-11-24 11:38:21,user36_mix_4
36,197,create,2025-11-24 11:38:21,user36_mix_5
37,198,create,2025-11-24 11:38:21,user37_mix_1
38,199,create,2025-11-24 11:38:21,user38_mix_1
38,200,create,2025-11-24 11:38:21,user38_mix_2
39,201,create,2025-11-24 11:38:21,user39_mix_1
39,202,create,2025-11-24 11:38:21,user39_mix_2
39,203,create,2025-11-24 11:38:21,user39_mix_3
39,204,create,2025-11-24 11:38:21,user39_mix_4
39,205,create,2025-11-24 11:38:21,user39_mix_5
39,206,create,2025-11-24 11:38:21,user39_mix_6
39,207,create,2025-11-24 11:38:21,user39_mix_7
39,208,create,2025-11-24 11:38:21,user39_mix_8
40,209,create,2025-11-24 11:38:21,user40_mix_1
40,210,create,2025-11-24 11:38:21,user40_mix_2
40,211,create,2025-11-24 11:38:21,user40_mix_3
41,212,create,2025-11-24 11:38:21,user41_mix_1
41,213,create,2025-11-24 11:38:21,user41_mix_2
41,214,create,2025-11-24 11:38:21,user41_mix_3
41,215,create,2025-11-24 11:38:21,user41_mix_4
41,216,create,2025-11-24 11:38:21,user41_mix_5
41,217,create,2025-11-24 11:38:21,user41_mix_6
41,218,create,2025-11-24 11:38:21,user41_mix_7
42,219,create,2025-11-24 11:38:21,user42_mix_1
42,220,create,2025-11-24 11:38:21,user42_mix_2
42,221,create,2025-11-24 11:38:21,user42_mix_3
42,222,create,2025-11-24 11:38:21,user42_mix_4
42,223,create,2025-11-24 11:38:21,user42_mix_5
42,224,create,2025-11-24 11:38:21,user42_mix_6
42,225,create,2025-11-24 11:38:21,user42_mix_7
43,226,create,2025-11-24 11:38:21,user43_mix_1
43,227,create,2025-11-24 11:38:21,user43_mix_2
43,228,create,2025-11-24 11:38:21,user43_mix_3
43,229,create,2025-11-24 11:38:21,user43_mix_4
43,230,create,2025-11-24 11:38:21,user43_mix_5
43,231,create,2025-11-24 11:38:21,user43_mix_6
43,232,create,2025-11-24 11:38:21,user43_mix_7
43,233,create,2025-11-24 11:38:21,user43_mix_8
43,234,create,2025-11-24 11:38:21,user43_mix_9
44,235,create,2025-11-24 11:38:21,user44_mix_1
44,236,create,2025-11-24 11:38:21,user44_mix_2
45,237,create,2025-11-24 11:38:21,user45_mix_1
46,238,create,2025-11-24 11:38:21,user46_mix_1
46,239,create,2025-11-24 11:38:21,user46_mix_2
46,240,create,2025-11-24 11:38:21,user46_mix_3
46,241,create,2025-11-24 11:38:21,user46_mix_4
46,242,create,2025-11-24 11:38:21,user46_mix_5
46,243,create,2025-11-24 11:38:21,user46_mix_6
46,244,create,2025-11-24 11:38:21,user46_mix_7
46,245,create,2025-11-24 11:38:21,user46_mix_8
47,246,create,2025-11-24 11:38:21,user47_mix_1
48,247,create,2025-11-24 11:38:21,user48_mix_1
48,248,create,2025-11-24 11:38:21,user48_mix_2
48,249,create,2025-11-24 11:38:21,user48_mix_3
48,250,create,2025-11-24 11:38:21,user48_mix_4
48,251,create,2025-11-24 11:38:21,user48_mix_5
49,252,create,2025-11-24 11:38:21,user49_mix_1
49,253,create,2025-11-24 11:38:21,user49_mix_2
49,254,create,2025-11-24 11:38:21,user49_mix_3
50,255,create,2025-11-24 11:38:21,user50_mix_1
50,256,create,2025-11-24 11:38:21,user50_mix_2
50,257,create,2025-11-24 11:38:21,user50_mix_3
50,258,create,2025-11-24 11:38:21,user50_mix_4
50,259,create,2025-11-24 11:38:21,user50_mix_5
50,260,create,2025-11-24 11:38:21,user50_mix_6
51,261,create,2025-11-24 11:38:21,user51_mix_1
51,262,create,2025-11-24 11:38:21,user51_mix_2
51,263,create,2025-11-24 11:38:21,user51_mix_3
51,264,create,2025-11-24 11:38:21,user51_mix_4
51,265,create,2025-11-24 11:38:21,user51_mix_5
51,266,create,2025-11-24 11:38:21,user51_mix_6
51,267,create,2025-11-24 11:38:21,user51_mix_7
51,268,create,2025-11-24 11:38:21,user51_mix_8
51,269,create,2025-11-24 11:38:21,user51_mix_9
52,270,create,2025-11-24 11:38:21,user52_mix_1
52,271,create,2025-11-24 11:38:21,user52_mix_2
52,272,create,2025-11-24 11:38:21,user52_mix_3
53,273,create,2025-11-24 11:38:21,user53_mix_1
53,274,create,2025-11-24 11:38:21,user53_mix_2
53,275,create,2025-11-24 11:38:21,user53_mix_3
53,276,create,2025-11-24 11:38:21,user53_mix_4
53,277,create,2025-11-24 11:38:21,user53_mix_5
53,278,create,2025-11-24 11:38:21,user53_mix_6
53,279,create,2025-11-24 11:38:21,user53_mix_7
54,280,create,2025-11-24 11:38:21,user54_mix_1
54,281,create,2025-11-24 11:38:21,user54_mix_2
54,282,create,2025-11-24 11:38:21,user54_mix_3
54,283,create,2025-11-24 11:38:21,user54_mix_4
54,284,create,2025-11-24 11:38:21,user54_mix_5
55,285,create,2025-11-24 11:38:21,user55_mix_1
55,286,create,2025-11-24 11:38:21,user55_mix_2
55,287,create,2025-11-24 11:38:21,user55_mix_3
55,288,create,2025-11-24 11:38:21,user55_mix_4
56,289,create,2025-11-24 11:38:21,user56_mix_1
56,290,create,2025-11-24 11:38:21,user56_mix_2
56,291,create,2025-11-24 11:38:21,user56_mix_3
56,292,create,2025-11-24 11:38:21,user56_mix_4
56,293,create,2025-11-24 11:38:21,user56_mix_5
56,294,create,2025-11-24 11:38:21,user56_mix_6
57,295,create,2025-11-24 11:38:21,user57_mix_1
57,296,create,2025-11-24 11:38:21,user57_mix_2
57,297,create,2025-11-24 11:38:21,user57_mix_3
57,298,create,2025-11-24 11:38:21,user57_mix_4
57,299,create,2025-11-24 11:38:21,user57_mix_5
57,300,create,2025-11-24 11:38:21,user57_mix_6
57,301,create,2025-11-24 11:38:21,user57_mix_7
57,302,create,2025-11-24 11:38:21,user57_mix_8
57,303,create,2025-11-24 11:38:21,user57_mix_9
57,304,create,2025-11-24 11:38:21,user57_mix_10
58,305,create,2025-11-24 11:38:21,user58_mix_1
58,306,create,2025-11-24 11:38:21,user58_mix_2
58,307,create,2025-11-24 11:38:21,user58_mix_3
59,308,create,2025-11-24 11:38:21,user59_mix_1
59,309,create,2025-11-24 11:38:21,user59_mix_2
59,310,create,2025-11-24 11:38:21,user59_mix_3
59,311,create,2025-11-24 11:38:21,user59_mix_4
59,312,create,2025-11-24 11:38:21,user59_mix_5
59,313,create,2025-11-24 11:38:21,user59_mix_6
59,314,create,2025-11-24 11:38:21,user59_mix_7
61,315,create,2025-11-24 11:38:21,user61_mix_1
61,316,create,2025-11-24 11:38:21,user61_mix_2
61,317,create,2025-11-24 11:38:21,user61_mix_3
61,318,create,2025-11-24 11:38:21,user61_mix_4
61,319,create,2025-11-24 11:38:21,user61_mix_5
61,320,create,2025-11-24 11:38:21,user61_mix_6
61,321,create,2025-11-24 11:38:21,user61_mix_7
61,322,create,2025-11-24 11:38:21,user61_mix_8
61,323,create,2025-11-24 11:38:21,user61_mix_9
61,324,create,2025-11-24 11:38:21,user61_mix_10
62,325,create,2025-11-24 11:38:21,user62_mix_1
62,326,create,2025-11-24 11:38:21,user62_mix_2
62,327,create,2025-11-24 11:38:21,user62_mix_3
62,328,create,2025-11-24 11:38:21,user62_mix_4
62,329,create,2025-11-24 11:38:21,user62_mix_5
62,330,create,2025-11-24 11:38:21,user62_mix_6
62,331,create,2025-11-24 11:38:21,user62_mix_7
62,332,create,2025-11-24 11:38:21,user62_mix_8
64,333,create,2025-11-24 11:38:21,user64_mix_1
64,334,create,2025-11-24 11:38:21,user64_mix_2
64,335,create,2025-11-24 11:38:21,user64_mix_3
64,336,create,2025-11-24 11:38:21,user64_mix_4
65,337,create,2025-11-24 11:38:21,user65_mix_1
68,338,create,2025-11-24 11:38:21,user68_mix_1
68,339,create,2025-11-24 11:38:21,user68_mix_2
68,340,create,2025-11-24 11:38:21,user68_mix_3
68,341,create,2025-11-24 11:38:21,user68_mix_4
68,342,create,2025-11-24 11:38:21,user68_mix_5
68,343,create,2025-11-24 11:38:21,user68_mix_6
68,344,create,2025-11-24 11:38:21,user68_mix_7
68,345,create,2025-11-24 11:38:21,user68_mix_8
68,346,create,2025-11-24 11:38:21,user68_mix_9
69,347,create,2025-11-24 11:38:21,user69_mix_1
69,348,create,2025-11-24 11:38:21,user69_mix_2
69,349,create,2025-11-24 11:38:21,user69_mix_3
70,350,create,2025-11-24 11:38:21,user70_mix_1
70,351,create,2025-11-24 11:38:21,user70_mix_2
70,352,create,2025-11-24 11:38:21,user70_mix_3
70,353,create,2025-11-24 11:38:21,user70_mix_4
70,354,create,2025-11-24 11:38:21,user70_mix_5
71,355,create,2025-11-24 11:38:21,user71_mix_1
71,356,create,2025-11-24 11:38:21,user71_mix_2
71,357,create,2025-11-24 11:38:21,user71_mix_3
71,358,create,2025-11-24 11:38:21,user71_mix_4
71,359,create,2025-11-24 11:38:21,user71_mix_5
71,360,create,2025-11-24 11:38:21,user71_mix_6
71,361,create,2025-11-24 11:38:21,user71_mix_7
71,362,create,2025-11-24 11:38:21,user71_mix_8
71,363,create,2025-11-24 11:38:21,user71_mix_9
72,364,create,2025-11-24 11:38:21,user72_mix_1
72,365,create,2025-11-24 11:38:21,user72_mix_2
72,366,create,2025-11-24 11:38:21,user72_mix_3
72,367,create,2025-11-24 11:38:21,user72_mix_4
72,368,create,2025-11-24 11:38:21,user72_mix_5
72,369,create,2025-11-24 11:38:21,user72_mix_6
72,370,create,2025-11-24 11:38:21,user72_mix_7
72,371,create,2025-11-24 11:38:21,user72_mix_8
73,372,create,2025-11-24 11:38:21,user73_mix_1
73,373,create,2025-11-24 11:38:21,user73_mix_2
73,374,create,2025-11-24 11:38:21,user73_mix_3
73,375,create,2025-11-24 11:38:21,user73_mix_4
73,376,create,2025-11-24 11:38:21,user73_mix_5
73,377,create,2025-11-24 11:38:21,user73_mix_6
73,378,create,2025-11-24 11:38:21,user73_mix_7
73,379,create,2025-11-24 11:38:21,user73_mix_8
73,380,create,2025-11-24 11:38:21,user73_mix_9
74,381,create,2025-11-24 11:38:21,user74_mix_1
74,382,create,2025-11-24 11:38:21,user74_mix_2
74,383,create,2025-11-24 11:38:21,user74_mix_3
75,384,create,2025-11-24 11:38:21,user75_mix_1
75,385,create,2025-11-24 11:38:21,user75_mix_2
75,386,create,2025-11-24 11:38:21,user75_mix_3
76,387,create,2025-11-24 11:38:21,user76_mix_1
77,388,create,2025-11-24 11:38:21,user77_mix_1
77,389,create,2025-11-24 11:38:21,user77_mix_2
78,390,create,2025-11-24 11:38:21,user78_mix_1
78,391,create,2025-11-24 11:38:21,user78_mix_2
78,392,create,2025-11-24 11:38:21,user78_mix_3
78,393,create,2025-11-24 11:38:21,user78_mix_4
79,394,create,2025-11-24 11:38:21,user79_mix_1
79,395,create,2025-11-24 11:38:21,user79_mix_2
79,396,create,2025-11-24 11:38:21,user79_mix_3
79,397,create,2025-11-24 11:38:21,user79_mix_4
79,398,create,2025-11-24 11:38:21,user79_mix_5
79,399,create,2025-11-24 11:38:21,user79_mix_6
79,400,create,2025-11-24 11:38:21,user79_mix_7
79,401,create,2025-11-24 11:38:21,user79_mix_8
79,402,create,2025-11-24 11:38:21,user79_mix_9
80,403,create,2025-11-24 11:38:21,user80_mix_1
80,404,create,2025-11-24 11:38:21,user80_mix_2
80,405,create,2025-11-24 11:38:21,user80_mix_3
81,406,create,2025-11-24 11:38:21,user81_mix_1
81,407,create,2025-11-24 11:38:21,user81_mix_2
81,408,create,2025-11-24 11:38:21,user81_mix_3
81,409,create,2025-11-24 11:38:21,user81_mix_4
81,410,create,2025-11-24 11:38:21,user81_mix_5
81,411,create,2025-11-24 11:38:21,user81_mix_6
81,412,create,2025-11-24 11:38:21,user81_mix_7
81,413,create,2025-11-24 11:38:21,user81_mix_8
81,414,create,2025-11-24 11:38:21,user81_mix_9
81,415,create,2025-11-24 11:38:21,user81_mix_10
82,416,create,2025-11-24 11:38:21,user82_mix_1
82,417,create,2025-11-24 11:38:21,user82_mix_2
82,418,create,2025-11-24 11:38:21,user82_mix_3
82,419,create,2025-11-24 11:38:21,user82_mix_4
83,420,create,2025-11-24 11:38:21,user83_mix_1
83,421,create,2025-11-24 11:38:21,user83_mix_2
83,422,create,2025-11-24 11:38:21,user83_mix_3
83,423,create,2025-11-24 11:38:21,user83_mix_4
84,424,create,2025-11-24 11:38:21,user84_mix_1
84,425,create,2025-11-24 11:38:21,user84_mix_2
84,426,create,2025-11-24 11:38:21,user84_mix_3
84,427,create,2025-11-24 11:38:21,user84_mix_4
86,428,create,2025-11-24 11:38:21,user86_mix_1
86,429,create,2025-11-24 11:38:21,user86_mix_2
86,430,create,2025-11-24 11:38:21,user86_mix_3
86,431,create,2025-11-24 11:38:21,user86_mix_4
87,432,create,2025-11-24 11:38:21,user87_mix_1
87,433,create,2025-11-24 11:38:21,user87_mix_2
87,434,create,2025-11-24 11:38:21,user87_mix_3
87,435,create,2025-11-24 11:38:21,user87_mix_4
87,436,create,2025-11-24 11:38:21,user87_mix_5
87,437,create,2025-11-24 11:38:21,user87_mix_6
87,438,create,2025-11-24 11:38:21,user87_mix_7
88,439,create,2025-11-24 11:38:21,user88_mix_1
88,440,create,2025-11-24 11:38:21,user88_mix_2
88,441,create,2025-11-24 11:38:21,user88_mix_3
88,442,create,2025-11-24 11:38:21,user88_mix_4
88,443,create,2025-11-24 11:38:21,user88_mix_5
88,444,create,2025-11-24 11:38:21,user88_mix_6
88,445,create,2025-11-24 11:38:21,user88_mix_7
88,446,create,2025-11-24 11:38:21,user88_mix_8
89,447,create,2025-11-24 11:38:21,user89_mix_1
89,448,create,2025-11-24 11:38:21,user89_mix_2
89,449,create,2025-11-24 11:38:21,user89_mix_3
89,450,create,2025-11-24 11:38:21,user89_mix_4
89,451,create,2025-11-24 11:38:21,user89_mix_5
90,452,create,2025-11-24 11:38:21,user90_mix_1
90,453,create,2025-11-24 11:38:21,user90_mix_2
90,454,create,2025-11-24 11:38:21,user90_mix_3
90,455,create,2025-11-24 11:38:21,user90_mix_4
92,456,create,2025-11-24 11:38:21,user92_mix_1
92,457,create,2025-11-24 11:38:21,user92_mix_2
92,458,create,2025-11-24 11:38:21,user92_mix_3
92,459,create,2025-11-24 11:38:21,user92_mix_4
92,460,create,2025-11-24 11:38:21,user92_mix_5
92,461,create,2025-11-24 11:38:21,user92_mix_6
92,462,create,2025-11-24 11:38:21,user92_mix_7
92,463,create,2025-11-24 11:38:21,user92_mix_8
92,464,create,2025-11-24 11:38:21,user92_mix_9
93,465,create,2025-11-24 11:38:21,user93_mix_1
93,466,create,2025-11-24 11:38:21,user93_mix_2
93,467,create,2025-11-24 11:38:21,user93_mix_3
93,468,create,2025-11-24 11:38:21,user93_mix_4
93,469,create,2025-11-24 11:38:21,user93_mix_5
93,470,create,2025-11-24 11:38:21,user93_mix_6
93,471,create,2025-11-24 11:38:21,user93_mix_7
93,472,create,2025-11-24 11:38:21,user93_mix_8
94,473,create,2025-11-24 11:38:21,user94_mix_1
94,474,create,2025-11-24 11:38:21,user94_mix_2
94,475,create,2025-11-24 11:38:21,user94_mix_3
94,476,create,2025-11-24 11:38:21,user94_mix_4
95,477,create,2025-11-24 11:38:21,user95_mix_1
96,478,create,2025-11-24 11:38:21,user96_mix_1
96,479,create,2025-11-24 11:38:21,user96_mix_2
96,480,create,2025-11-24 11:38:21,user96_mix_3
96,481,create,2025-11-24 11:38:21,user96_mix_4
96,482,create,2025-11-24 11:38:21,user96_mix_5
98,483,create,2025-11-24 11:38:21,user98_mix_1
98,484,create,2025-11-24 11:38:21,user98_mix_2
98,485,create,2025-11-24 11:38:21,user98_mix_3
98,486,create,2025-11-24 11:38:21,user98_mix_4
98,487,create,2025-11-24 11:38:21,user98_mix_5
98,488,create,2025-11-24 11:38:21,user98_mix_6
99,489,create,2025-11-24 11:38:21,user99_mix_1
99,490,create,2025-11-24 11:38:21,user99_mix_2
99,491,create,2025-11-24 11:38:21,user99_mix_3
99,492,create,2025-11-24 11:38:21,user99_mix_4
99,493,create,2025-11-24 11:38:21,user99_mix_5
99,494,create,2025-11-24 11:38:21,user99_mix_6
99,495,create,2025-11-24 11:38:21,user99_mix_7
99,496,create,2025-11-24 11:38:21,user99_mix_8
100,497,create,2025-11-24 11:38:21,user100_mix_1
100,498,create,2025-11-24 11:38:21,user100_mix_2
100,499,create,2025-11-24 11:38:21,user100_mix_3
100,500,create,2025-11-24 11:38:21,user100_mix_4
100,501,create,2025-11-24 11:38:21,user100_mix_5
101,502,create,2025-11-24 11:38:21,user101_mix_1
101,503,create,2025-11-24 11:38:21,user101_mix_2
101,504,create,2025-11-24 11:38:21,user101_mix_3
101,505,create,2025-11-24 11:38:21,user101_mix_4
101,506,create,2025-11-24 11:38:21,user101_mix_5
101,507,create,2025-11-24 11:38:21,user101_mix_6
101,508,create,2025-11-24 11:38:21,user101_mix_7
101,509,create,2025-11-24 11:38:21,user101_mix_8
101,510,create,2025-11-24 11:38:21,user101_mix_9
101,511,create,2025-11-24 11:38:21,user101_mix_10
103,512,create,2025-11-24 11:38:21,user103_mix_1
103,513,create,2025-11-24 11:38:21,user103_mix_2
103,514,create,2025-11-24 11:38:21,user103_mix_3
104,515,create,2025-11-24 11:38:21,user104_mix_1
104,516,create,2025-11-24 11:38:21,user104_mix_2
104,517,create,2025-11-24 11:38:21,user104_mix_3
