playlist_id,song_id
5,39L3LdlHS3gqB62HPWaJRg
5,7fJuCt1TqIKpkKLPMUBXK7
5,5XMkENs3GfeRza8MfVAhjK
5,01U0X0ToQhK0AgvNUdyXQe
5,1VMdwVq0yaTc4DeqSCi7DO
5,62zFEHfAYl5kdHYOivj4BC
5,7sWRlDoTDX8geTR8zzr2vt
6,7MTIDmToGs0I5Oue9V0CHl
6,2g6tReTlM2Akp41g0HaeXN
6,76gUmNLXGQVOsGhfcshkFP
6,16x9bQHw8TBNaGDyULvwad
6,6dOtVTDdiauQNBQEDOtlAB
6,3QJnjJH53Ocg22MaLutrgJ
7,7oTE1KmtU2ml9zBhv9Reao
7,5xhJmd0I15jFcEdqxfCzKk
7,2Em9XZZw8yEgxjojjGxntN
7,5QYwIidpvmcqBWYx6hy8AT
7,7iPabscOgrBuDkjZAvOVRD
7,5cz1jba7M09O8WNPXCYddx
7,0FfX0nofboxZjP0diT1eFv
7,3U5HfQM00maTYSthHtV59L
7,503OTo2dSqe7qk76rgsbep
7,5og4Qzt92jJzVDkOtSEilb
7,1tZcw7GtIqviL32bzaKdSo
7,0v8J17a6cO0wWp7z731GTd
7,2UwbhMie1EAYuTZ0QXeMwl
7,34PFCxQHHROuFl2OsDCvxH
7,28irpKCCK9nn9DZSik2zEx
7,14xj58ZexBaEaHARb11Cqs
7,2qLcJOLrh6Djda4uLbldSA
7,1gZADNt16Oh23jWyMYRk4p
8,2J0TjDpiUlwgFRvVxtaLud
8,51BaWtK7IDX3CaxlmQQ3Lo
8,4h6ViRoztTBpWcJ1zFT9Zg
8,2LlQb7Uoj1kKyGhlkBf9aC
8,6IfPyMb0Sxptpx6jBUATOS
8,76iVOVsliCHlWqKuDnCfhE
8,2Xcvt8NRLw0xbB3ClfW8MI
8,0Zh3tKIphLOvQux4dA6PFZ
8,2N7TN76tLuTcdn9UlS8ADT
8,1EDJSktmcGoYEZxXAJXVTt
8,5mSRLKGJ0Uc7FW7SlJFKaP
8,33THfvKc6inTp3HW93k5jr
8,3WlbeuhfRSqU7ylK2Ui5U7
9,0Jlcvv8IykzHaSmj49uNW8
9,66mmit6e95JKU5nEbr5HwX
9,6lv5ranTZyn1QcYGJgNMTx
10,1bv9wrUiUgjWfahxVwtGSr
10,2wXioTynVwrEWYRv6R6vEj
10,35QZaWQRkmnAVqBF1TLCxQ
10,0GnNHCDj2WOJl70UUcvAEP
10,2dLLR6qlu5UJ5gk0dKz0h3
10,0XZHZslvxrByI84hFYWyXS
10,15ZNcgzsiiSrLQAGzl3le9
10,7nzsY8vlnKdvGOEE0rjAXZ
10,2WnAKZefdRHxtBEkRjFOHC
10,2ZRo7axmMPeSVUvDbGkJah
10,5DIZg9QqSdzgHmkZ2k2F1a
10,7H6hs7WkNG48fS3agm63MR
10,3Dp4oOTPnfcRhy8bnXl0RP
10,5wANPM4fQCJwkGd4rN57mH
10,2uQ4px5SPONsgcUpulywIQ
10,2yazRoolWXk58jAmKgxcDd
10,3UoULw70kMsiVXxW0L3A33
10,0q75NwOoFiARAVp4EXU4Bs
10,5t6FrEOhDBQhDvY9hwPerz
10,6n05BgVkxxz2k5ICZYa2PH
10,5lKFO0PrOC9jmOlPEdjHsL
11,3RwWW7KeVhHGayYJgUL5eZ
11,3zT2616WcD9Df5m21OsCX0
11,64JIAZ0bS7WoARYfWQGCoz
11,4dDurgTN3eGyU0ghzFJ0T1
11,7tZlvvEpX3FEFoYsOI55FB
11,0mNzElhEofvgMWAJoOA4q9
11,4Dvkj6JhhA12EX05fT7y2e
11,0a2kVvbCbk52gmeFQFHNaG
11,2SdSb9Pj6hRmSbHolclgg6
11,1TZgdopOZCUxpS5bp1i0Zz
11,1YnChEM51BVZ5dRhbVFEMl
11,75pQqzwgCjUOSSy5CpmAjy
11,2AGUFka8kBWCM47h5uTlDb
11,5zdUc1JRCImBYcDWgvFNpE
11,5SIvP6TdWc9DNvKbENjnYc
11,5Qya13gFXqupr4sSmZMKDg
11,7JVAVLkkhpKOp8g4jX5Z12
11,07BCFbk1oCwf80lemfyzK6
11,2oe6dDthgthqUkfL3czpEd
11,6eMeqiSoQYtM8u3vvfth21
11,03L2AoiRbWhvt7BDMx1jUB
11,2ZlABhxMMa43COmZ97kKsJ
11,07kLShG3HTeLXTqnFCqNAJ
11,4RAOI1etsgbh5NP3T5R8rN
11,1LvU6IFqQnXOIwJyBDb2io
12,1tGGJ4SRZnd2H0E2dV05iM
12,3i7mKjZKmslCFMxS1WM7DO
12,0ZqWBTU1EkdVPAMwQgfKiv
12,4m9Fc8ZCfl1ILchJ47CmKR
12,6K8qKeWo5MsFED7wCR6Kop
12,17Cs25j5Ui6X6W4Hk1kAyC
12,1KixkQVDUHggZMU9dUobgm
12,5XkeTGKcCkGF8l6fA9YpsS
12,4tiWlKXUB47UpAXqpfoJn4
12,12KUFSHFgT0XCoiSlvdQi4
12,1CsMKhwEmNnmvHUuO5nryA
12,6cuGUclNrYm0QHVO2sGqow
12,4FI0rdztOAYJZMupujL5Gp
12,3xWoPclLuCoGpt9sg9RfAh
12,2OzhQlSqBEmt7hmkYxfT6m
13,6xcz5MXwY36hItZg5PZj78
13,5pOBhos8Z2v3FGjUPMgUgI
13,4YZbVct8l9MnAVIROnLQdx
13,01Ch5LzVStxCFPKkT1xg6k
13,6LxSe8YmdPxy095Ux6znaQ
13,3K6U7TamNyVSWcFH8pCQHX
13,7pzL8kHWBXYoGITYwmrzj5
13,6ML4nbhSoh4cTtWRNcmNMK
13,1OimzlKVRx75TZtPZiGAGK
13,6QU5K23dgQ6kOca5INWOVB
13,5QvBXUm5MglLJ3iBfTX2Wo
14,2jtUGFsqanQ82zqDlhiKIp
14,6twW4ma6w0mOeejejPK0nY
14,4K1Pg0FLno1ltzX3jeqT83
14,2Wj1cS0hUzWrQPzYgZJj94
15,4UTizOdGljPIIbXtoXycAd
15,1m7j6RWUxeBzTOY4hcWsoj
15,6rEJ6ncZKq9EM3TwyMhTDo
15,4btFHqumCO31GksfuBLLv3
15,1IyV9GwfMVEVMymw8N4nsI
15,0rx7xu0RmZLpJjKNVZjSVv
15,234urkhwYweGoBUxbi4jj8
15,0dyWQoMOU9oERL6c9vxtRp
15,4KgTrzmfiWNcVneh2Dd1Ou
15,5e4LIAQI0bClLazNf2gZV0
15,5GTBdEjZe7zEDp1N0eCZE4
15,07L1pzoVerhRSSaDGZHrKy
15,6TA5aymvVrtiPVbuAwmPIc
15,4Af3RDyqbpNFHzEtQwt57r
16,4bEwaORm2IBfu3omjEna7I
16,6CN3e26iQSj1N5lomh0mfO
16,7qEKqBCD2vE5vIBsrUitpD
16,24YmWQgunJGAU8El3ndkyn
16,3utq2FgD1pkmIoaWfjXWAU
16,6RRNNciQGZEXnqk8SQ9yv5
16,6wHpLMmp98aHcV8L1JFrj8
16,2QP041AcWg8PwPIWP95RKN
16,3m9ffnQYlWhsIClqADZ5SO
17,4llK75pXNWZz6KAho2Gp16
17,6gBFPUFcJLzWGx4lenP6h2
17,6wsqVwoiVH2kde4k4KKAFU
17,7MjSipTto9QljYzZnloXOn
17,5Bc2A2xlkRhe3POKAFo1Rg
17,7HXUFIILHAhS6esiRy5Ibz
18,0QepvU0N2fC2B5uIPafO1q
18,7E1jVNoWuemqUryI4FxsVD
18,4U1wiRcBOsDvxFbw0hJgq7
18,0JP9xo3adEtGSdUEISiszL
18,1HAy3OuIEMm7ArA4Ec52ym
18,49vuwo7SLmzO207Z7djITp
19,6wnmRxEbwUK7WLyUtiRuT7
19,1NV5EyFDHFGseqvpdI2dcx
19,6r7ULK6c5CLVvImjTIztl1
19,6bPSncBdjSuhvHXRF049F2
19,1Bg2CNZw6S4e9cGWPmi0uI
19,2gkVEnpahpE3bQuvGuCpAV
19,1hFyhyZygYYD35G2cEuwR0
20,3YUMWmx8EJq0DurfuIwoGh
20,0DuWDLjriRPjDRoPgaCslY
20,3HCcfBsa4TdiC0so0fPnRi
20,4adKhxS40S3YGVt31EQfqe
20,5uSG6fUPRaehaV820zcpsK
20,3NxAG2ni1lLa8RKL6a0INc
20,1EWKlsk5xEsDnejpkPkFVZ
20,0JP9xo3adEtGSdUEISiszL
20,475jSz0H6U3duJyNiDS0tT
20,4e5IPJxSGVWPsaxQzdRseN
20,4719foL6R25RSHSJ1shNaj
21,1QWmKmqhv5zcsS3v45FNl0
21,5ZCsCQrtEUJUJAylu9TDjY
21,4bPkBHKLKd9WHizsvM2zV3
21,3H0a65Ckefe6FA4kSMZ3D7
21,4iWjsRa7DnFiqiihxnyFoI
21,1rNop31kdDmSj3Ds6xhIeS
21,2O5j27YkttbDS68wVuBjyy
21,0HasfWMrNxTjycDy9TkRtA
22,3LcoHjgdNl4xtWVaJGSA1p
22,61uyGDPJ06MkxJtHgPmuyO
22,61xjj1xvLBn43Jn2E3RzbB
22,0V6JZbCVSePUhqNdg7i68m
22,1Q5ckQPz1tsDu2XrFPX8xr
23,7rdP71W8x4UbJ0KAKBACbo
23,2Eb7QQ5soJQBEYTfSb5BS6
23,7tZlvvEpX3FEFoYsOI55FB
23,4SSnFejRGlZikf02HLewEF
23,0kn2gu8Pd03DiYHzRvX2Xk
23,3MytWN8L7shNYzGl4tAKRp
23,02opp1cycqiFNDpLd2o1J3
23,1oAwsWBovWRIp7qLMGPIet
23,4JaLkM90MJutDAl5jD9BZX
23,4rXxjHSAglOynjIF8Z34dx
23,7qEUFOVcxRI19tbT68JcYK
23,2NcQic8JxdjAlAHuNbOIRE
23,0DM63CJEklNPKu6kHGyuEl
23,7KokYm8cMIXCsGVmUvKtqf
23,6SwRhMLwNqEi6alNPVG00n
23,2dfqS3MRtbLZSZA1IL8xY5
23,5CsDo9j3N4yFZNCN1h9loS
23,5MMLS3xm12D7N26xlfFApr
23,45J4avUb9Ni0bnETYaYFVJ
23,4llK75pXNWZz6KAho2Gp16
23,1ITSr1tMba4sXhQQsm7VkB
23,1bdNW5chWyLIenlLVHY64Z
23,4jgF1sLf3TkQbZkLHsc6SI
24,348cSuo1eooBe21AzdjAqy
24,3r9fAceWmaDFvbNiTnFiLr
24,4s76r7AbquJcTccqJiqdVu
24,2Y0wPrPQBrGhoLn14xRYCG
24,48DKpTEVJ2pAjxQbWTad3q
24,2V7NoXGv2VDnLeTM7w8SFd
25,5TB6QgrF0RPIxSCGfRDLoe
25,6G7hnJoG5ZZE5bOeA18JXg
25,55N0YHhO55Q1lWsc4dDPcI
25,3eX0NZfLtGzoLUxPNvRfqm
25,1lcBt7LoEikqYmhUoa2cez
25,5YPMEOJ58kfl56VHxTgwx3
25,3oZZfVvLJuDYc4Vn3A63Fw
25,78QcVmzxS0wIwuC2rpAauI
25,4ZPdLEztrlZqbJkgHNw54L
26,71F3mmSm8iCENJtgHG3qeZ
26,7ks6AZmFcm3Y6PGGxGSmlB
26,62V2ZHslgQV98gH4AuVXnr
26,28q0pUwcJRS2tGZsYH6xL5
26,0uukw2CgEIApv4IWAjXrBC
26,5M4yti0QxgqJieUYaEXcpw
26,05tFLPSXJ1BbqIXy4Jeqfh
26,18JosZY3HzD3lMy6iOOSAY
26,4st6K8nGBjANh0mKNvOpnt
26,7wL7Lb8Q3aYyq6gmRL0PZq
27,7sLrrDpHMYNre6uq2LLB2b
27,6T7MAQCekVb3UnCykjX3BP
27,1YM6c2sxbf2Jacl9IFgn4I
27,6dODwocEuGzHAavXqTbwHv
27,50kpGaPAhYJ3sGmk6vplg0
27,2aJnyNu4PQxQ2lyj5boiMG
27,6dgUya35uo964z7GZXM07g
27,4UKCKdYiLN6IMA5ZESUTL7
27,4ABYxlb92WBIjHu7TIKmml
27,17jCFKFqLdUxxXIcLXSvgb
27,6SRsiMl7w1USE4mFqrOhHC
27,0N9YbdsoDv3SwT8wt4S5rT
27,2CVV8PtUYYsux8XOzWkCP0
27,5u5MvmVtitax9R1Mxh3reC
27,09UBWllfFyJthRw8c5Y13Q
27,5L9WFUodzACitS1TiGm7Mi
27,50kjUO9iWqTamrb3va05hu
27,4f8Mh5wuWHOsfXtzjrJB3t
27,5eGEc27nnhtmcOh6RC890a
27,5YL553x8sHderRBDlm3NM3
27,1m69ELEgE6k5ZWsap40ozt
28,2nibvvDdAQkVraYP00z2RS
29,2afCBiru10AFckfOa49wIa
29,6gRGMnzrsAY5Fl2byZf2jd
29,2IDEZ4wXSbkV4Yivjxpzxr
29,2fuYa3Lx06QQJAm0MjztKr
29,0udeaEoaB60lDj0JK6EsA2
29,5KfJvZ0PZzRdwFRaTUDAA7
29,2lAUq68F2bt7Kc218n9FPp
29,2IOFZdYYkFxEHVz1w34PoL
29,6lwJPy78yr392u5uVUQKww
29,5uXge1cK24monr2woxAZ7F
29,3yLOy7bjC1dDeOh4MArkq8
29,1RC9slv335IfLce5vt9KTW
30,7oZOCPjlLpHZtIebTXhlfZ
30,21yRtB6B8EMounImAfHRCP
30,4tSrGUb119Qx4sAZBzfFgd
30,1qjuoKVHOMpGfHMzLpdGL7
30,0lTDxglypMd8e8Q5hnmDnI
30,6Sv0CzVqzydd7NYQgAG70c
30,4V9JDRqKjN8F2HWdlEDxvI
30,13jRSCLoWbCoU1XEdJRbgn
30,0DWdj2oZMBFSzRsi2Cvfzf
30,7mFhyM0k5ZKG8jxcwmPVYl
30,2bjwRfXMk4uRgOD9IBYl9h
30,34aYkYrY3sXhEU9O4VQgtB
30,6Y2Iom5hrfZyhBRGqcrJdc
30,08fvAoeVAl6DAOT3nilvQN
30,1s9xuJxhYM0LdVqksjegcg
30,1lguQJjlNrIOoOylYVZN3M
30,4BhGTc3Cgay2U1QcTS7vQe
30,5rpw3BgEGRVFB8CvCJdeuT
31,6b8LUVmacXlMUl4wRtCD2S
31,3yBx8j3hVNawnmlrBf3EHR
31,5nayhWICkQGMTkisxVMbRw
31,0Pp2I1kM3JnnyAX2S5jtHG
31,0GDuL9TCO41PgsrKWBSGlm
31,22OqansuvEMQu9W0EfiGTI
31,2C8BawsbZROHDBUnobEbTQ
31,4MUvaBckjtNGlxX1IuHDPW
32,2DVkYfl2YuOMlRfC98srEG
32,2DHgvPQD1jApRnT1DBZdrS
32,2OMjHcniFxzijWX7EaBrXE
32,5Fohh8kl8403DSoq4KH7Ll
32,1eIXYZWEfJO3Na2LCCnIJE
32,3Tj1luJyKPQt7WbrqpJ2Az
32,3iW3y326xuRpNVXzOMBZy5
32,6vnfObZ4Ys70SBAtti1xZ9
32,6V8oQXzymTzpEZOsiBiyJT
32,19YKaevk2bce4odJkP5L22
32,0Ji9UonfwC90rbZ4IaQhOb
32,1Hg0e997pObvZ91w1FCPFk
32,5V6mK1pEu22104f22m8KkX
32,3RXUgPNIbUgFxsDWuBQEt6
32,6W9ANRwvNdorYlMIuNIClv
32,2c3zMPsSmGkXCLQwCQqdhz
32,0E0kxko3i9b5JxxMoGH3At
32,6Xom58OOXk2SoU711L2IXO
33,6GdUMm5xMw9hJckIc0qsGb
33,6WgxXdBZrtdQFGBcxQxpiv
33,7qEHsqek33rTcFNT9PFqLf
33,4EuaDcxHmHKS6gZ5iuGba0
33,0wwPcA6wtMf6HUMpIRdeP7
34,7Moee27EB8Qc4pNTzB870r
34,4PNn9pMYbErIXMHmE0w4a2
34,02XcRGWPkvomFvzTamEKHg
35,3HQcsqRjRdruUjkbDSgmVF
35,6W5TI43zMynVPc1P1Fgzwr
35,0tgVpDi06FyKpA1z0VMD4v
35,1dUHF4RyMmMTveJ0Rby6Xm
35,0rQ4jfSsfazmTHWsTVvQek
35,1rFH4TZS38gkcLcW02bEm7
35,2MCUmp0I98gsJBmey7DfZS
35,1gvOEwQbIEjkpLdcZwtBoB
35,5XX9oGZfgKMXdHnEp4t2JB
35,2qT1uLXPVPzGgFOx4jtEuo
35,34j4OxJxKznBs88cjSL2j9
35,1zB0kXKLQr7tYifth69jlG
35,7bDnRNTv04GJwjPaDU4K23
35,3wGn3jUPvRkBcpo52vY72l
35,1YrY0vjHWp672gt0crtj5A
35,3jg8bevUzKYONDLBBQquif
35,0KRMp8ZfDguS9wiZiOiuAk
35,4MOWpt4OwvU32uMi1jR4oD
36,6gBFPUFcJLzWGx4lenP6h2
36,3YkNIrAvbKNrrwwEd7NVLl
36,6k7vV1OGewIoqEmUg3L7Am
36,07Grx6opd6FcevHB0MG3r8
36,4YMEYbRvgzVXJoKi53SSgU
36,07BCFbk1oCwf80lemfyzK6
36,6DkXLzBQT7cwXmTyzAB1DJ
36,4XcZp2xqbiD8YsnPboNUDo
36,3FzJDGVjRGNc7KrkabU5N0
36,34FfJ0pI5XYD4zHZLm0wsi
36,3vGd1heFoUuFGvKvl0SdW3
36,2XIc1pqjXV3Cr2BQUGNBck
36,4hJfmMjy3wFIOknfYwhouY
36,4XF9fk0STp9hx8xn5Suwpz
37,2e3Ea0o24lReQFR4FA7yXH
37,1LLXZFeAHK9R4xUramtUKw
37,2e2AXpIiJpet5b4qg85Gh6
37,1qjuoKVHOMpGfHMzLpdGL7
37,6RZmhpvukfyeSURhf4kZ0d
37,7sBwAWyXfiIgrYQ8BaJESH
37,363cVHJDjrYIkN5HcIAGCx
37,3LbZIhU0smEU5SUnxod4j4
37,1wa6QQsdSE3X2GbRljGpFk
37,2pMPWE7PJH1PizfgGRMnR9
37,7inCfDM4S3xsVzgOUqSJOH
37,15qrWkkYCfmtu1uRpGf48L
37,4tYFy8ALRjIZvnvSLw5lxN
37,2VOomzT6VavJOGBeySqaMc
37,2SiXAy7TuUkycRVbbWDEpo
38,1ZY1PqizIl78geGM4xWlEA
38,7387VaiHpOsSIZ5nmjseya
38,6i7fGIyktBDlEe4PlpiU0Q
38,1bPbiotvwSAYHG3ycVC2CV
38,6lzc0Al0zfZOIFsFvBS1ki
38,2913xXOVAIDAqxzV2g4VcU
38,3Tj1luJyKPQt7WbrqpJ2Az
38,4IcbUXrAzBtn6iUO1LP471
38,4yTeQK2XThWYeEW8D72XmU
38,24nhOvYX2gk3txBbMzXeUB
38,2qYIFDagoAenwAoLeS9FNr
38,0rNgWFQJtfttOYIHfDOHCg
38,0XRJc66Gcvq8F98KE1TXD8
38,2tB9OFgAHjAds3cqquLlvp
38,3zMvotMEQK3xvH01vA9wAP
38,08fvAoeVAl6DAOT3nilvQN
38,7lgvU7WnwcNZ8dbGUz8yhP
38,32lItqlMi4LBhb4k0BaSaC
38,52ChYmfu792MW2Ezv0whpk
38,2WnAKZefdRHxtBEkRjFOHC
38,0dj1CtyRxZ4bnIT4Q20jNT
38,708yXS1fLm1gAXFyIQxtX2
38,6G7hnJoG5ZZE5bOeA18JXg
38,6iC3L3YmAkGucvJbXKDanA
39,3rdAz1fbUfZxYgaCviYhRo
39,50QWBrZFAhD6N4B0tbfET9
39,0MMyJUC3WNnFS1lit5pTjk
39,5G2f63n7IPVPPjfNIGih7Q
39,2LWGrxEKOgcOjtkiuX0OPL
39,20MuVazoNMv6xjKPnRFOxG
39,7JgNAnCjJvL8hBR1kmCOFF
39,5JCoSi02qi3jJeHdZXMmR8
39,5xbrhx2tMMcN68IT3cJbhS
39,0YbFEoJi7Esa7lhIrEpBjl
39,6ayKgleoMF26lvU1Z7wVm7
39,38RIEav39FGi86jppxO0du
40,6jUgruwAzfIA3HUQIO3wCR
40,3RIgHHpnFKj5Rni1shokDj
40,0Pp2I1kM3JnnyAX2S5jtHG
40,0QepvU0N2fC2B5uIPafO1q
40,7LoWAhcGbxSkT6trTqXQR6
40,2d8UxVNhJinc8uat9PoM9y
40,40U8d12pC5UHqmHwXjHjjl
40,2Dp6icDc5dvYnWvxZOjj75
40,3U1mFf6W429eMYDwmgkbaZ
41,5NFYuqu8V6QXc6mzcLImd6
41,0wgOhYnqZKjOHr6bmdz0aN
41,3PKIYbww0PvgEYXjakQe7n
41,0O45fw2L5vsWpdsOdXwNAR
41,6eLQXa6uk2EW8drsiKbABZ
41,1BViPjTT585XAhkUUrkts0
41,1CRtJS94Hq3PbBZT9LuF90
41,5A0M6B0RBSXSNWv0wcppZ9
41,75pQqzwgCjUOSSy5CpmAjy
41,6sGIMrtIzQjdzNndVxe397
41,4llK75pXNWZz6KAho2Gp16
41,64JIAZ0bS7WoARYfWQGCoz
41,1a3X8Y882vwSnlnHqf9ztF
41,7qjZnBKE73H4Oxkopwulqe
41,6n6GfXu4i22rdsmRKe2eIn
41,1uF2sVVCJNWBGSQ2foMWkU
42,1whs2eO84P6NRtmDQN2YTl
43,4tqOaLJdXjWi4OaFSKIT2R
43,4YMEYbRvgzVXJoKi53SSgU
43,2LzOTLGAqF9IPkwHFiCysq
43,3Ub5gDJTOGWr2AlDcScUIr
43,5BoOzegGrg5XFRR8UBDtkF
43,36t9gWH3NGsrjP9jlaK1Dw
43,0zzdXBwYgPZR88QZr86hWF
43,6mAuw7R6u4vlNneuBgnC8K
43,0jsGVabGQKN43pdotflgnD
43,5b2FFKC64kxqcfaFnIZxoM
44,50pJXx2ImZomgdmFUtIczx
44,4ODF49KbLTq6Ny1tqm3Dk6
44,1iugFsBigGHtRwvFVDG9oo
44,15ZNcgzsiiSrLQAGzl3le9
44,0J2u6TAolef5gZEVy1HErU
44,6Otmq7JokHh38wKSqUimcS
44,39u2PsqrAZpZ0KPx6CjasV
44,1tZcw7GtIqviL32bzaKdSo
44,4pCbJC43j3gSqG6Fen6upD
44,5CC5krEgwJXuoA0F9scOFg
44,4KgTrzmfiWNcVneh2Dd1Ou
44,0DiWol3AO6WpXZgp0goxAV
44,4KYS9GK68yeuUJ8vJfPxrq
44,5k8LB57xOq8UUNVaKWSqrf
44,1XBg3rmlUnUgXqZX7DacOq
44,0KKkJNfGyhkQ5aFogxQAPU
44,0CSZ1DMvRZH0WLB5V0WSom
44,5g9lS8deSIxItFBmZRC4vN
44,5BR3N53buXtSwzBdr80DGs
44,5yzKUcC2oclY3CwC8Hvjk3
44,4s76r7AbquJcTccqJiqdVu
44,0nafF9MxcXJBQWv3BTKtdF
44,375YEKrb4JSu03HPzwOFfJ
45,6X29iaaazwho3ab7GNue5r
45,3wtV2ifnHzirkAElgTGh63
45,0sci7ppTZFm4mjcH3nu8yO
45,4ygNJLjf6J6X91VPExX0Ee
45,4yjeRuoVickg1G87LWeRes
45,5X3ahLXhOw16BR09GjYPUT
46,2h3MDMf8sd9s4XIzpTBIjX
46,4nfBoZILdIwgBZTMyVHPCF
46,3famfyGuWw5QFcVO5Xk1uW
46,76f1K9hyG4j9Mny8mfgmtw
46,1d5dIwX0QGabBASb3gI3VA
46,7BRD7x5pt8Lqa1eGYC4dzj
46,3KA4tWDpwRnyYQOCw1Zop1
46,5fQBa4wkmq28xpSLOQ202K
46,0AYt6NMyyLd0rLuvr0UkMH
46,7xrwGUa11hnnxXWeTIzcHf
47,2KxRauNqahX7034OR2oAG6
47,6uaBrivDHCaV0uBTiwHTUi
47,01TnVDiet1DFTsyWKUKovl
47,7mo71jiMK8N3I0A2HucGEE
48,25A1RmT5eh7C99KXfESRj5
48,5yAIrkplUEpMNeojW8Q30o
48,2UoZmL5FPxGh9PIOukJwnG
48,6MWLG6GNRdV9qCI7LrK9BR
49,3orEOtd8CPL8GFlpRpKuoE
49,5P9y0HcSxt5mzACExqe1cf
49,1C7lXfx4Y5maVl4AgUVlHA
49,7KokYm8cMIXCsGVmUvKtqf
49,1a0PcmEJAOEp4ZT3YtSLkM
49,0YbFEoJi7Esa7lhIrEpBjl
49,2AuU35arXZdYoscOIxHWSc
49,6NUy8xajng5zMSGJRKniAG
49,725fdnXEqS0Xs1sTvdNuHq
49,4FI0rdztOAYJZMupujL5Gp
49,6ekvzkGg31TOQhHIFEd55x
49,3B1lK5gNppO22gQLozrxeA
49,6lzc0Al0zfZOIFsFvBS1ki
49,0I6ZBVBb7DXfjVVCM0NmSQ
49,2CtaTmkRB7csW9XAZbWHDq
49,1lguQJjlNrIOoOylYVZN3M
49,0msrDPXxZpts4FRnoX0bFr
50,31ymlaZzsadVgBae5oMguM
50,2SLwbpExuoBDZBpjfefCtV
50,2uYnktBpKbr8YuiLit7WiZ
50,5hfB5nQatLPlqyKmVEpEVI
50,4D6TpthzUVNTjWQqfBW5Kb
50,6lwJPy78yr392u5uVUQKww
51,2wXfd4Vz6pzJrrPvGhpYz0
51,3HBJNBuAHKhQXcQ8nnVvXX
51,5EiLjOB57pHdNnkcrWh1m4
51,1xvuA42QBl5ssBHvCwHXwK
51,48DKpTEVJ2pAjxQbWTad3q
51,5PTfZsGlsDDPH8i3PdQnXJ
51,1foMv2HQwfQ2vntFf9HFeG
51,2R4AlwtrrkMaRKojcTIzmL
51,6dTA6y0C2ReQklntzZl8l3
51,3I1704ruk1pl7aa1iaiGBE
51,6SYSu569pfYdkDT9A5lZqi
52,0x60P5taxdI5pcGbqbap6S
52,2EhE42VQTKvn6ok6wtA9U8
52,4yWCzA44dQyp0SoeM81bUb
52,3HBZIY3FVzXu6YjhExNqWe
52,51ZQ1vr10ffzbwIjDCwqm4
52,0S9ZVNTNRzLMgb96tmmG1u
52,2byJqu4cw657Y7G6nFogkG
52,7FwgafuJFYX2M5CrEVfN4M
52,1lTqq0aC6r2bXLviQ3oaVt
52,6BnY0YochAURSXSR3d5N7O
52,22VdIZQfgXJea34mQxlt81
53,2P61EK6DMGyVyssLWS4fKy
53,1R0a2iXumgCiFb7HEZ7gUE
53,5ScbulRnixQ2XAdvrPMFjz
53,16x9bQHw8TBNaGDyULvwad
53,29TPjc8wxfz4XMn21O7VsZ
53,46WOptLnXUtH3LOyYvmMO1
53,3H0a65Ckefe6FA4kSMZ3D7
53,33zbOXJSwW7uf4VXXWow2O
53,6b8LUVmacXlMUl4wRtCD2S
53,5chnRTB9qMK3W1M41SnU9s
53,2SpGXD7EbexndFmmThrnsy
